rank,county,state,unenrolled_persons,method,n_pressured_banks,total_offices,largest_bank,largest_bank_assets_k,largest_bank_regulator,largest_bank_inv,largest_bank_svc,banks
1824,Gibson,IN,1829,survey-weighted,2,3,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory); German American Bank(FDIC,2br,inv=Low Satisfactory,svc=Low Satisfactory)"
1827,Cass,TX,1828,survey-weighted,1,1,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1834,Attala,MS,1821,survey-weighted,1,1,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1835,Holmes,MS,1821,survey-weighted,1,4,BankPlus,7790270,FDIC,Outstanding,Low Satisfactory,"BankPlus(FDIC,4br,inv=Outstanding,svc=Low Satisfactory)"
1836,Moore,TX,1821,survey-weighted,1,2,CENTENNIAL BANK,22808174,FED,-,Low Satisfactory,"CENTENNIAL BANK(FED,2br,inv=-,svc=Low Satisfactory)"
1837,Chicot,AR,1814,survey-weighted,1,2,SIMMONS BANK,26749112,FED,-,Low Satisfactory,"SIMMONS BANK(FED,2br,inv=-,svc=Low Satisfactory)"
1838,Lincoln,AR,1814,survey-weighted,1,1,SIMMONS BANK,26749112,FED,-,Low Satisfactory,"SIMMONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1840,Fayette,OH,1809,survey-weighted,1,1,Union Savings Bank,3391585,FDIC,High Satisfactory,Low Satisfactory,"Union Savings Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
1844,Caroline,MD,1801,survey-weighted,1,4,Burke & Herbert Bank & Trust Company,3563307,FDIC,Low Satisfactory,High Satisfactory,"Burke & Herbert Bank & Trust Company(FDIC,4br,inv=Low Satisfactory,svc=High Satisfactory)"
1845,Cannon,TN,1799,survey-weighted,1,1,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1846,Jackson,TN,1799,survey-weighted,1,1,Citizens Bank of Lafayette,1659215,FDIC,High Satisfactory,Low Satisfactory,"Citizens Bank of Lafayette(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
1847,Pickens,AL,1798,survey-weighted,1,3,BANKFIRST FINANCIAL SERVICES,2666230,FED,Low Satisfactory,-,"BANKFIRST FINANCIAL SERVICES(FED,3br,inv=Low Satisfactory,svc=-)"
1849,Alamosa,CO,1795,survey-weighted,1,1,NBH BANK,6948775,FED,-,Low Satisfactory,"NBH BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1851,Grundy,IL,1791,survey-weighted,1,1,MIDLAND STATES BANK,7782095,FED,Low Satisfactory,Low Satisfactory,"MIDLAND STATES BANK(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1852,Sanpete,UT,1791,survey-weighted,1,3,Cache Valley Bank,3281738,FDIC,High Satisfactory,Low Satisfactory,"Cache Valley Bank(FDIC,3br,inv=High Satisfactory,svc=Low Satisfactory)"
1863,Clarke,MS,1775,survey-weighted,1,1,BankPlus,7790270,FDIC,Outstanding,Low Satisfactory,"BankPlus(FDIC,1br,inv=Outstanding,svc=Low Satisfactory)"
1865,Dawson,NE,1773,survey-weighted,1,1,FIVE POINTS BANK,2008090,FED,Low Satisfactory,-,"FIVE POINTS BANK(FED,1br,inv=Low Satisfactory,svc=-)"
1866,Payette,ID,1770,survey-weighted,1,1,D. L. Evans Bank,3071088,FDIC,Low Satisfactory,High Satisfactory,"D. L. Evans Bank(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
1868,Cass,NE,1764,survey-weighted,1,2,CORNERSTONE BANK,2687176,FED,-,Low Satisfactory,"CORNERSTONE BANK(FED,2br,inv=-,svc=Low Satisfactory)"
1872,Bureau,IL,1760,survey-weighted,1,1,MIDLAND STATES BANK,7782095,FED,Low Satisfactory,Low Satisfactory,"MIDLAND STATES BANK(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1874,Orleans,NY,1755,survey-weighted,1,1,Tompkins Community Bank,7842153,FDIC,Low Satisfactory,High Satisfactory,"Tompkins Community Bank(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
1876,Johnston,OK,1754,survey-weighted,2,2,SIMMONS BANK,26749112,FED,-,Low Satisfactory,"SIMMONS BANK(FED,1br,inv=-,svc=Low Satisfactory); BancFirst(FDIC+FED,1br,inv=High Satisfactory,svc=Low Satisfactory)"
1877,Grayson,VA,1752,survey-weighted,1,1,Carter Bank & Trust,4446729,FDIC,Low Satisfactory,High Satisfactory,"Carter Bank & Trust(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
1878,Bristol city,VA,1752,survey-weighted,3,4,FIRST COMMUNITY BANK,3213604,FED,-,Low Satisfactory,"FIRST COMMUNITY BANK(FED,2br,inv=-,svc=Low Satisfactory); FIRST BANK AND TRUST COMPANY THE(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory); BANK OF MARION THE(FED,1br,inv=Low Satisfactory,svc=-)"
1882,Howard,AR,1741,survey-weighted,1,2,FARMERS BANK & TRUST COMPANY,1621234,FED,Low Satisfactory,Low Satisfactory,"FARMERS BANK & TRUST COMPANY(FED,2br,inv=Low Satisfactory,svc=Low Satisfactory)"
1884,Upshur,WV,1726,survey-weighted,1,2,FIRST COMMUNITY BANK,3213604,FED,-,Low Satisfactory,"FIRST COMMUNITY BANK(FED,2br,inv=-,svc=Low Satisfactory)"
1887,Pecos,TX,1718,survey-weighted,1,1,City Bank,4184122,FDIC,Low Satisfactory,Low Satisfactory,"City Bank(FDIC,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1888,Gulf,FL,1716,survey-weighted,1,2,CENTENNIAL BANK,22808174,FED,-,Low Satisfactory,"CENTENNIAL BANK(FED,2br,inv=-,svc=Low Satisfactory)"
1890,Calhoun,MS,1709,survey-weighted,1,1,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1891,Chickasaw,MS,1709,survey-weighted,1,1,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1894,San Juan,WA,1701,survey-weighted,1,1,Heritage Bank,7233406,FDIC,High Satisfactory,Low Satisfactory,"Heritage Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
1895,Montgomery,AR,1701,survey-weighted,1,1,FARMERS BANK & TRUST COMPANY,1621234,FED,Low Satisfactory,Low Satisfactory,"FARMERS BANK & TRUST COMPANY(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1896,Pike,AR,1701,survey-weighted,1,1,FARMERS BANK & TRUST COMPANY,1621234,FED,Low Satisfactory,Low Satisfactory,"FARMERS BANK & TRUST COMPANY(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1897,Clay,SD,1701,survey-weighted,1,1,FIRST PREMIER BANK,3503723,FED,Low Satisfactory,-,"FIRST PREMIER BANK(FED,1br,inv=Low Satisfactory,svc=-)"
1898,Decatur,GA,1697,survey-weighted,1,1,Bank OZK,41606548,FDIC,Outstanding,Low Satisfactory,"Bank OZK(FDIC,1br,inv=Outstanding,svc=Low Satisfactory)"
1899,Grady,GA,1697,survey-weighted,2,2,Bank OZK,41606548,FDIC,Outstanding,Low Satisfactory,"Bank OZK(FDIC,1br,inv=Outstanding,svc=Low Satisfactory); Ameris Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
1910,Fountain,IN,1677,survey-weighted,1,1,Horizon Bank,7621571,FDIC,Low Satisfactory,High Satisfactory,"Horizon Bank(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
1918,Morton,ND,1667,survey-weighted,2,2,First International Bank & Trust,4876751,FDIC,Low Satisfactory,Low Satisfactory,"First International Bank & Trust(FDIC,1br,inv=Low Satisfactory,svc=Low Satisfactory); Starion Bank(FDIC,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1919,Poweshiek,IA,1667,survey-weighted,1,1,Lincoln Savings Bank,1883919,FDIC,Low Satisfactory,Low Satisfactory,"Lincoln Savings Bank(FDIC,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1921,Lamb,TX,1664,survey-weighted,3,5,Prosperity Bank,38274790,FDIC,High Satisfactory,Low Satisfactory,"Prosperity Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory); CENTENNIAL BANK(FED,1br,inv=-,svc=Low Satisfactory); First United Bank(FDIC,3br,inv=High Satisfactory,svc=Low Satisfactory)"
1928,Allen,KS,1653,survey-weighted,1,1,Great Southern Bank,5723662,FDIC,High Satisfactory,Low Satisfactory,"Great Southern Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
1931,Kodiak Island Borough,AK,1651,survey-weighted,1,1,Northrim Bank,2564795,FDIC,High Satisfactory,Low Satisfactory,"Northrim Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
1932,Bertie,NC,1645,survey-weighted,1,1,Southern Bank and Trust Company,4758607,FDIC,High Satisfactory,Low Satisfactory,"Southern Bank and Trust Company(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
1934,Lee,IL,1638,survey-weighted,1,1,MIDLAND STATES BANK,7782095,FED,Low Satisfactory,Low Satisfactory,"MIDLAND STATES BANK(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1935,Elk,PA,1637,survey-weighted,1,1,Hamlin Bank and Trust Company,421614,FDIC,Low Satisfactory,Low Satisfactory,"Hamlin Bank and Trust Company(FDIC,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1937,Haywood,TN,1634,survey-weighted,2,3,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory); SIMMONS BANK(FED,2br,inv=-,svc=Low Satisfactory)"
1940,Nodaway,MO,1630,survey-weighted,1,1,NBH BANK,6948775,FED,-,Low Satisfactory,"NBH BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1942,Saline,MO,1629,survey-weighted,1,1,EQUITY BANK,3862184,FED,Low Satisfactory,Low Satisfactory,"EQUITY BANK(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1945,Morgan,CO,1626,survey-weighted,1,2,Bank of Colorado,7572545,FDIC,Low Satisfactory,High Satisfactory,"Bank of Colorado(FDIC,2br,inv=Low Satisfactory,svc=High Satisfactory)"
1950,McKenzie,ND,1610,survey-weighted,1,3,First International Bank & Trust,4876751,FDIC,Low Satisfactory,Low Satisfactory,"First International Bank & Trust(FDIC,3br,inv=Low Satisfactory,svc=Low Satisfactory)"
1951,Jasper,IA,1609,survey-weighted,2,3,Great Southern Bank,5723662,FDIC,High Satisfactory,Low Satisfactory,"Great Southern Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory); BANK IOWA(FED,2br,inv=Low Satisfactory,svc=Low Satisfactory)"
1952,Marion,IA,1609,survey-weighted,2,2,Great Southern Bank,5723662,FDIC,High Satisfactory,Low Satisfactory,"Great Southern Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory); BANK IOWA(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1953,Searcy,AR,1603,survey-weighted,2,2,Bank OZK,41606548,FDIC,Outstanding,Low Satisfactory,"Bank OZK(FDIC,1br,inv=Outstanding,svc=Low Satisfactory); SIMMONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1957,Waynesboro city,VA,1601,survey-weighted,1,1,FIRST BANK AND TRUST COMPANY THE,3087425,FED,Low Satisfactory,Low Satisfactory,"FIRST BANK AND TRUST COMPANY THE(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1961,Clinton,MO,1592,survey-weighted,1,1,CENTRAL TRUST BANK THE,19551204,FED,Low Satisfactory,-,"CENTRAL TRUST BANK THE(FED,1br,inv=Low Satisfactory,svc=-)"
1964,Bryan,GA,1586,survey-weighted,1,1,Ameris Bank,23591556,FDIC,High Satisfactory,Low Satisfactory,"Ameris Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
1965,Woodford,IL,1584,survey-weighted,1,5,Morton Community Bank,5467281,FDIC,High Satisfactory,Low Satisfactory,"Morton Community Bank(FDIC,5br,inv=High Satisfactory,svc=Low Satisfactory)"
1966,Arenac,MI,1584,survey-weighted,1,2,Horizon Bank,7621571,FDIC,Low Satisfactory,High Satisfactory,"Horizon Bank(FDIC,2br,inv=Low Satisfactory,svc=High Satisfactory)"
1967,Lamar,GA,1582,survey-weighted,1,2,United Bank,2120294,FDIC,Low Satisfactory,Outstanding,"United Bank(FDIC,2br,inv=Low Satisfactory,svc=Outstanding)"
1969,Murray,OK,1579,survey-weighted,3,3,SIMMONS BANK,26749112,FED,-,Low Satisfactory,"SIMMONS BANK(FED,1br,inv=-,svc=Low Satisfactory); BancFirst(FDIC+FED,1br,inv=High Satisfactory,svc=Low Satisfactory); International Bank of Commerce(FDIC,1br,inv=Outstanding,svc=Low Satisfactory)"
1970,Dodge,GA,1579,survey-weighted,1,1,Colony Bank,3091464,FDIC,Low Satisfactory,High Satisfactory,"Colony Bank(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
1974,Greene,MS,1570,survey-weighted,1,1,Community Bank of Mississippi,4608467,FDIC,Low Satisfactory,High Satisfactory,"Community Bank of Mississippi(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
1975,Jefferson Davis,MS,1570,survey-weighted,1,1,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
1982,Saline,IL,1565,survey-weighted,1,3,Banterra Bank,2726883,FDIC,Low Satisfactory,Low Satisfactory,"Banterra Bank(FDIC,3br,inv=Low Satisfactory,svc=Low Satisfactory)"
1983,Lee,TX,1563,survey-weighted,1,2,Prosperity Bank,38274790,FDIC,High Satisfactory,Low Satisfactory,"Prosperity Bank(FDIC,2br,inv=High Satisfactory,svc=Low Satisfactory)"
1988,Texas,OK,1553,survey-weighted,1,3,EQUITY BANK,3862184,FED,Low Satisfactory,Low Satisfactory,"EQUITY BANK(FED,3br,inv=Low Satisfactory,svc=Low Satisfactory)"
1989,Pawnee,OK,1550,survey-weighted,1,1,Armstrong Bank,2446898,FDIC,High Satisfactory,Low Satisfactory,"Armstrong Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
1991,Pemiscot,MO,1543,survey-weighted,1,2,The Bank of Missouri,2963315,FDIC,Low Satisfactory,High Satisfactory,"The Bank of Missouri(FDIC,2br,inv=Low Satisfactory,svc=High Satisfactory)"
1992,Fayette,IA,1541,survey-weighted,1,1,BANK IOWA,2117855,FED,Low Satisfactory,Low Satisfactory,"BANK IOWA(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
1993,Beckham,OK,1539,survey-weighted,1,2,INTERBANK,4193164,FED,Low Satisfactory,-,"INTERBANK(FED,2br,inv=Low Satisfactory,svc=-)"
1999,Marquette,WI,1531,survey-weighted,1,1,ONE COMMUNITY BANK,2181049,FED,Low Satisfactory,Needs to Improve,"ONE COMMUNITY BANK(FED,1br,inv=Low Satisfactory,svc=Needs to Improve)"
2004,Perry,IN,1524,survey-weighted,1,2,German American Bank,6144423,FDIC,Low Satisfactory,Low Satisfactory,"German American Bank(FDIC,2br,inv=Low Satisfactory,svc=Low Satisfactory)"
2007,McDuffie,GA,1521,survey-weighted,1,1,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
2008,Hardy,WV,1521,survey-weighted,1,4,Burke & Herbert Bank & Trust Company,3563307,FDIC,Low Satisfactory,High Satisfactory,"Burke & Herbert Bank & Trust Company(FDIC,4br,inv=Low Satisfactory,svc=High Satisfactory)"
2011,Wetzel,WV,1514,survey-weighted,1,2,FIRST COMMUNITY BANK,3213604,FED,-,Low Satisfactory,"FIRST COMMUNITY BANK(FED,2br,inv=-,svc=Low Satisfactory)"
2013,Klickitat,WA,1507,survey-weighted,1,2,1st Security Bank of Washington,2632273,FDIC,Outstanding,Low Satisfactory,"1st Security Bank of Washington(FDIC,2br,inv=Outstanding,svc=Low Satisfactory)"
2014,Wyoming,NY,1505,survey-weighted,1,4,Tompkins Community Bank,7842153,FDIC,Low Satisfactory,High Satisfactory,"Tompkins Community Bank(FDIC,4br,inv=Low Satisfactory,svc=High Satisfactory)"
2016,Monroe,KY,1504,survey-weighted,1,3,"South Central Bank,  Inc.",1845172,FDIC,Low Satisfactory,Low Satisfactory,"South Central Bank,  Inc.(FDIC,3br,inv=Low Satisfactory,svc=Low Satisfactory)"
2017,Banks,GA,1501,survey-weighted,1,1,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
2018,Madison,TX,1500,survey-weighted,1,1,Prosperity Bank,38274790,FDIC,High Satisfactory,Low Satisfactory,"Prosperity Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
2019,Fayette,AL,1499,survey-weighted,2,3,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory); BANKFIRST FINANCIAL SERVICES(FED,2br,inv=Low Satisfactory,svc=-)"
2020,Sumter,AL,1499,survey-weighted,1,1,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
2023,Audrain,MO,1495,survey-weighted,2,4,CENTRAL TRUST BANK THE,19551204,FED,Low Satisfactory,-,"CENTRAL TRUST BANK THE(FED,2br,inv=Low Satisfactory,svc=-); The Bank of Missouri(FDIC,2br,inv=Low Satisfactory,svc=High Satisfactory)"
2024,Carroll,IN,1495,survey-weighted,2,2,Horizon Bank,7621571,FDIC,Low Satisfactory,High Satisfactory,"Horizon Bank(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory); FIRST FARMERS BANK & TRUST CO.(FED,1br,inv=Low Satisfactory,svc=-)"
2031,Monroe,IL,1471,survey-weighted,4,6,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory); CENTRAL TRUST BANK THE(FED,1br,inv=Low Satisfactory,svc=-); MIDLAND STATES BANK(FED,3br,inv=Low Satisfactory,svc=Low Satisfactory); FCB Banks(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
2032,Dimmit,TX,1470,survey-weighted,1,1,First State Bank of Uvalde,1823649,FDIC,Outstanding,Low Satisfactory,"First State Bank of Uvalde(FDIC,1br,inv=Outstanding,svc=Low Satisfactory)"
2034,Saunders,NE,1470,survey-weighted,2,2,Union Bank and Trust Company,8799880,FDIC,Low Satisfactory,Outstanding,"Union Bank and Trust Company(FDIC,1br,inv=Low Satisfactory,svc=Outstanding); CORNERSTONE BANK(FED,1br,inv=-,svc=Low Satisfactory)"
2042,Unicoi,TN,1460,survey-weighted,2,3,CENTENNIAL BANK,22808174,FED,-,Low Satisfactory,"CENTENNIAL BANK(FED,2br,inv=-,svc=Low Satisfactory); Bank of Tennessee(FDIC,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
2044,Eastland,TX,1459,survey-weighted,1,2,Prosperity Bank,38274790,FDIC,High Satisfactory,Low Satisfactory,"Prosperity Bank(FDIC,2br,inv=High Satisfactory,svc=Low Satisfactory)"
2047,Livingston,IL,1459,survey-weighted,2,2,MIDLAND STATES BANK,7782095,FED,Low Satisfactory,Low Satisfactory,"MIDLAND STATES BANK(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory); Morton Community Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
2048,Blanco,TX,1446,survey-weighted,2,3,TEXAS REGIONAL BANK,2660302,FED,Low Satisfactory,-,"TEXAS REGIONAL BANK(FED,2br,inv=Low Satisfactory,svc=-); Security State Bank & Trust(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
2051,Andrews,TX,1437,survey-weighted,1,1,American Momentum Bank,2579369,FDIC,High Satisfactory,Low Satisfactory,"American Momentum Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
2052,Gaines,TX,1437,survey-weighted,2,3,American Momentum Bank,2579369,FDIC,High Satisfactory,Low Satisfactory,"American Momentum Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory); First United Bank(FDIC,2br,inv=High Satisfactory,svc=Low Satisfactory)"
2054,Rio Grande,CO,1436,survey-weighted,1,1,NBH BANK,6948775,FED,-,Low Satisfactory,"NBH BANK(FED,1br,inv=-,svc=Low Satisfactory)"
2055,Scott,VA,1436,survey-weighted,2,4,FIRST COMMUNITY BANK,3213604,FED,-,Low Satisfactory,"FIRST COMMUNITY BANK(FED,2br,inv=-,svc=Low Satisfactory); BANK OF MARION THE(FED,2br,inv=Low Satisfactory,svc=-)"
2058,Prairie,AR,1429,survey-weighted,1,2,FARMERS & MERCHANTS BANK THE,1852126,FED,Low Satisfactory,-,"FARMERS & MERCHANTS BANK THE(FED,2br,inv=Low Satisfactory,svc=-)"
2059,Lincoln,WY,1424,survey-weighted,1,1,NBH BANK,6948775,FED,-,Low Satisfactory,"NBH BANK(FED,1br,inv=-,svc=Low Satisfactory)"
2060,Elbert,CO,1423,survey-weighted,1,1,NBH BANK,6948775,FED,-,Low Satisfactory,"NBH BANK(FED,1br,inv=-,svc=Low Satisfactory)"
2061,Logan,CO,1423,survey-weighted,1,1,Bank of Colorado,7572545,FDIC,Low Satisfactory,High Satisfactory,"Bank of Colorado(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
2064,Taylor,GA,1418,survey-weighted,1,1,Ameris Bank,23591556,FDIC,High Satisfactory,Low Satisfactory,"Ameris Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
2068,Lewis,KY,1411,survey-weighted,1,1,First Guaranty Bank,3794968,FDIC,Low Satisfactory,Low Satisfactory,"First Guaranty Bank(FDIC,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
2070,Douglas,MO,1409,survey-weighted,1,1,Great Southern Bank,5723662,FDIC,High Satisfactory,Low Satisfactory,"Great Southern Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
2082,Otsego,MI,1389,survey-weighted,1,1,Horizon Bank,7621571,FDIC,Low Satisfactory,High Satisfactory,"Horizon Bank(FDIC,1br,inv=Low Satisfactory,svc=High Satisfactory)"
2086,Tipton,IN,1383,survey-weighted,1,1,FIRST FARMERS BANK & TRUST CO.,2298100,FED,Low Satisfactory,-,"FIRST FARMERS BANK & TRUST CO.(FED,1br,inv=Low Satisfactory,svc=-)"
2088,Dawson,TX,1374,survey-weighted,1,1,First United Bank,2195446,FDIC,High Satisfactory,Low Satisfactory,"First United Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
2089,Baker,FL,1374,survey-weighted,1,1,Ameris Bank,23591556,FDIC,High Satisfactory,Low Satisfactory,"Ameris Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
2093,Lawrence,MS,1371,survey-weighted,2,2,REGIONS BANK,151314000,FED,-,Low Satisfactory,"REGIONS BANK(FED,1br,inv=-,svc=Low Satisfactory); BankPlus(FDIC,1br,inv=Outstanding,svc=Low Satisfactory)"
2096,Fulton,AR,1361,survey-weighted,1,1,SIMMONS BANK,26749112,FED,-,Low Satisfactory,"SIMMONS BANK(FED,1br,inv=-,svc=Low Satisfactory)"
2098,Stone,AR,1361,survey-weighted,2,3,SIMMONS BANK,26749112,FED,-,Low Satisfactory,"SIMMONS BANK(FED,1br,inv=-,svc=Low Satisfactory); CENTENNIAL BANK(FED,2br,inv=-,svc=Low Satisfactory)"
2100,Perry,MO,1358,survey-weighted,1,3,The Bank of Missouri,2963315,FDIC,Low Satisfactory,High Satisfactory,"The Bank of Missouri(FDIC,3br,inv=Low Satisfactory,svc=High Satisfactory)"
2103,Livingston,MO,1358,survey-weighted,1,1,NBH BANK,6948775,FED,-,Low Satisfactory,"NBH BANK(FED,1br,inv=-,svc=Low Satisfactory)"
2107,Iron,MO,1353,survey-weighted,1,3,Great Southern Bank,5723662,FDIC,High Satisfactory,Low Satisfactory,"Great Southern Bank(FDIC,3br,inv=High Satisfactory,svc=Low Satisfactory)"
2108,Madison,MO,1353,survey-weighted,1,1,Great Southern Bank,5723662,FDIC,High Satisfactory,Low Satisfactory,"Great Southern Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
2110,Wayne,MO,1353,survey-weighted,1,1,Great Southern Bank,5723662,FDIC,High Satisfactory,Low Satisfactory,"Great Southern Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
2111,Morgan,TN,1353,survey-weighted,1,1,SMARTBANK,4606198,FED,Low Satisfactory,Low Satisfactory,"SMARTBANK(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
2112,Jackson,TX,1353,survey-weighted,1,1,Prosperity Bank,38274790,FDIC,High Satisfactory,Low Satisfactory,"Prosperity Bank(FDIC,1br,inv=High Satisfactory,svc=Low Satisfactory)"
2113,Andrew,MO,1351,survey-weighted,1,1,NBH BANK,6948775,FED,-,Low Satisfactory,"NBH BANK(FED,1br,inv=-,svc=Low Satisfactory)"
2117,Webster,KY,1350,survey-weighted,1,2,INDEPENDENCE BANK OF KENTUCKY,3062572,FED,-,Low Satisfactory,"INDEPENDENCE BANK OF KENTUCKY(FED,2br,inv=-,svc=Low Satisfactory)"
2120,Floyd,IA,1342,survey-weighted,1,1,FIRST CITIZENS BANK,1905697,FED,Low Satisfactory,Low Satisfactory,"FIRST CITIZENS BANK(FED,1br,inv=Low Satisfactory,svc=Low Satisfactory)"
